biome1,biome2,biome3,accession,experiment_type,platform,model
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604521,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604633,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604559,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604629,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604520,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604590,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604562,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604508,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604625,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604628,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604496,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604584,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604587,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604597,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604576,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604630,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604566,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604599,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604502,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604544,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604550,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604491,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604608,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604627,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604533,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604483,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604507,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604481,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604614,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604594,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382249,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382248,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382247,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382246,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382245,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382244,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382243,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382242,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382241,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382240,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382239,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382238,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382237,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382236,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382235,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382234,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382233,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382232,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382231,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382230,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382229,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382228,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382227,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382226,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382225,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382224,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382223,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR5382222,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15604488,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5917017,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5916864,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5917005,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5916852,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5917037,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5916884,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5917013,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5916860,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5917023,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5916870,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5916991,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5916838,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5917020,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,ERR5916867,metagenomic,ILLUMINA,Illumina HiSeq 2500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15322611,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR15322609,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR19981115,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR19981116,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR19981121,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350203,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350244,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350265,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350236,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR19390413,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350272,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350220,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR19390397,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350269,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR19390379,metagenomic,ILLUMINA,NextSeq 500
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825459,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825440,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825464,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350248,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350227,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825467,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825461,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825482,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825474,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825439,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825452,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825498,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825454,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR18825472,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350202,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840096,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350280,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350210,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350275,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840112,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350211,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840154,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840111,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16350271,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840070,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13839990,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840067,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840003,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840088,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840072,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16632770,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840021,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16632773,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840142,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840060,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16632757,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840094,metagenomic,ILLUMINA,Illumina HiSeq 4000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR16632763,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Mammals,Host-associated:Mammals:Gastrointestinal tract,SRR13840120,metagenomic,ILLUMINA,Illumina HiSeq 4000
